match_id,season,date,gameweek,home_team,away_team,is_home,home_aerial_duels_lost,home_carries,home_carries_final_third,home_carries_penalty_area,home_carry_distance,home_completed_passes_types,home_corner_kicks,home_crosses_faced,home_goal_kick_launch_percentage,home_goal_kicks_attempted,home_goalkeeper_long_passes_attempted,home_key_passes,home_launch_percentage,home_live_ball_passes,home_long_pass_completion_rate,home_medium_passes_attempted,home_medium_passes_completed,home_pass_completion_rate,home_passes_attempted,home_passes_completed,home_passes_final_third,home_passes_penalty_area,home_passes_received,home_progressive_carries,home_progressive_carry_distance,home_progressive_pass_distance,home_progressive_passes,home_progressive_passes_received_detail,home_sca_pass_dead,home_sca_pass_live,home_sca_shot,home_sca_take_on,home_short_pass_completion_rate,home_short_passes_attempted,home_short_passes_completed,home_shot_creating_actions_per_90,home_shots_on_target_per_90,home_shots_per_90,home_through_balls,home_total_pass_distance,home_touches,home_touches_att_penalty,home_touches_att_third,home_touches_live_ball,home_touches_mid_third,away_aerial_duels_lost,away_carries,away_carries_final_third,away_carries_penalty_area,away_carry_distance,away_completed_passes_types,away_corner_kicks,away_crosses_faced,away_goal_kick_launch_percentage,away_goal_kicks_attempted,away_goalkeeper_long_passes_attempted,away_key_passes,away_launch_percentage,away_live_ball_passes,away_long_pass_completion_rate,away_medium_passes_attempted,away_medium_passes_completed,away_pass_completion_rate,away_passes_attempted,away_passes_completed,away_passes_final_third,away_passes_penalty_area,away_passes_received,away_progressive_carries,away_progressive_carry_distance,away_progressive_pass_distance,away_progressive_passes,away_progressive_passes_received_detail,away_sca_pass_dead,away_sca_pass_live,away_sca_shot,away_sca_take_on,away_short_pass_completion_rate,away_short_passes_attempted,away_short_passes_completed,away_shot_creating_actions_per_90,away_shots_on_target_per_90,away_shots_per_90,away_through_balls,away_total_pass_distance,away_touches,away_touches_att_penalty,away_touches_att_third,away_touches_live_ball,away_touches_mid_third,home_shot_accuracy,away_shot_accuracy,home_sca_per_shot,away_sca_per_shot,home_carry_efficiency,away_carry_efficiency,match_outcome,home_goals,away_goals,attack_advantage,sca_differential,home_tier_Mid-Table,home_tier_Relegation,home_tier_Top 4,away_tier_Mid-Table,away_tier_Relegation,away_tier_Top 4
2022-2023_GW5_LeicesterC_vs_Manchester,2022-2023,2022-09-01,5.0,Leicester City,Manchester Utd,1,558,12503,363,175,63356,14887,135,558,48.6,311,497,319,34.5,17049,48.1,7165,6087,78.9,18871,14887,1142,220,14797,580,31619,89055,1304,1294,52,540,50,50,88.1,8221,7245,19.58,3.74,10.84,76,249219,23124,688,4641,23118,10293,434,14245,515,239,70351,16603,196,526,37.4,302,449,478,37.0,18827,54.2,7306,6359,80.9,20525,16603,1268,398,16447,711,37126,97026,1595,1578,58,840,63,46,89.0,9294,8273,27.66,5.42,15.53,105,276625,24847,1036,6569,24844,10389,0.3446601941747573,0.34915254237288135,1.8058252427184467,1.7813559322033898,0.04638886667199872,0.04991224991224991,Away Win,0.0,1.0,-1.6799999999999997,-8.080000000000002,1,0,0,1,0,0
2022-2023_GW6_Everton_vs_Liverpool,2022-2023,2022-09-03,6.0,Everton,Liverpool,1,613,10479,391,137,56737,11790,174,589,70.8,325,814,308,57.7,13984,46.4,5750,4771,74.7,15783,11790,964,224,11708,500,27858,82478,1052,1042,84,493,54,39,86.4,6174,5336,19.34,3.76,11.21,39,214056,20233,742,4830,20229,8418,455,17148,569,234,82470,20043,235,400,24.7,215,285,458,18.4,22466,59.8,9758,8561,82.3,24361,20043,1615,452,19921,719,41527,120466,1992,1974,85,778,75,56,89.2,10114,9023,27.53,5.34,15.82,103,352929,28398,1252,7149,28394,13329,0.33568075117370894,0.33777038269550747,1.7253521126760563,1.740432612312812,0.047714476572192,0.04192908794028458,Draw,0.0,0.0,-1.58,-8.190000000000001,1,0,0,0,0,1
2022-2023_GW6_Tottenham_vs_Fulham,2022-2023,2022-09-03,6.0,Tottenham,Fulham,1,474,13679,465,189,71290,15972,203,515,32.9,283,342,386,31.0,17950,56.2,7682,6707,81.2,19672,15972,1071,323,15864,692,36842,92695,1449,1436,60,692,55,46,89.6,8180,7333,23.95,4.89,13.47,74,277567,23836,842,5135,23830,10329,550,12252,474,124,68216,13974,182,490,37.1,280,438,306,28.4,16136,54.2,7333,6222,77.6,18014,13974,1044,284,13848,663,35374,89303,1326,1316,78,528,54,29,86.1,6818,5867,19.76,3.61,11.05,20,255629,22162,758,5416,22153,9525,0.36328125,0.3261904761904762,1.77734375,1.7880952380952382,0.05058849331091454,0.054113614103819783,Home Win,2.0,1.0,1.2799999999999998,4.189999999999998,0,0,1,0,1,0
2022-2023_GW6_Nott'hamFo_vs_Bournemout,2022-2023,2022-09-03,6.0,Nott'ham Forest,Bournemouth,1,600,8674,308,111,46411,9543,128,621,66.3,338,712,246,51.0,11801,43.8,5126,4071,70.1,13606,9543,660,172,9452,436,24020,72656,859,847,59,416,38,31,81.7,4952,4046,15.61,2.92,9.53,31,177315,17911,611,3755,17905,6953,539,10340,389,144,55360,11715,144,739,61.8,353,591,261,44.0,13607,47.9,5644,4751,76.2,15381,11715,850,237,11617,504,27431,82672,1006,986,45,444,43,53,86.2,6278,5412,16.21,3.32,9.42,48,206704,19950,699,4256,19950,7933,0.30662983425414364,0.35195530726256985,1.638121546961326,1.7206703910614525,0.05026516024902006,0.04874274661508704,Away Win,2.0,3.0,-0.3999999999999999,-0.6000000000000014,1,0,0,1,0,0
2022-2023_GW6_Wolves_vs_Southampto,2022-2023,2022-09-03,6.0,Wolves,Southampton,1,542,12374,421,142,67241,14554,185,577,59.4,283,464,294,29.8,16575,54.5,7257,6306,79.6,18294,14554,1110,252,14453,610,35071,87310,1343,1332,62,520,47,31,88.3,7195,6350,18.76,3.13,10.76,49,264071,22539,686,4960,22536,9264,611,11323,452,131,61002,12319,157,548,59.1,303,742,302,50.5,14585,44.6,5823,4830,75.2,16391,12319,938,239,12216,588,29821,79814,1125,1112,77,493,51,46,86.2,6925,5972,18.89,3.47,10.87,38,211636,21094,712,4879,21090,8997,0.29095354523227385,0.3196125907990315,1.743276283618582,1.738498789346247,0.049296912881849037,0.05192970060937914,Home Win,1.0,0.0,-0.3400000000000003,-0.129999999999999,1,0,0,1,0,0
2022-2023_GW6_NewcastleU_vs_CrystalPal,2022-2023,2022-09-03,6.0,Newcastle Utd,Crystal Palace,1,426,12023,493,228,64186,13925,270,441,64.3,230,378,435,32.2,16020,54.9,6605,5580,78.1,17837,13925,1083,403,13803,695,32987,90893,1618,1599,110,690,77,62,87.3,7370,6433,26.53,4.84,14.87,88,246297,22106,1161,6516,22100,9053,578,11687,393,206,60301,13395,186,539,48.7,273,446,316,33.7,15416,47.6,6772,5794,77.4,17308,13395,1013,239,13304,556,30015,88389,1243,1238,67,497,49,56,87.0,6901,6005,19.63,3.5,11.13,41,238779,21713,766,4991,21710,9275,0.3256637168141593,0.3144208037825059,1.784070796460177,1.7635933806146573,0.057805872078516174,0.047574227774450244,Draw,0.0,0.0,1.3399999999999999,6.900000000000002,1,0,0,1,0,0
2022-2023_GW6_Chelsea_vs_WestHam,2022-2023,2022-09-03,6.0,Chelsea,West Ham,1,453,16538,622,216,83509,19147,209,460,37.1,248,290,376,18.2,20995,58.5,8709,7700,83.8,22836,19147,1426,370,19065,829,43596,104718,1737,1729,66,667,42,42,90.6,10494,9510,22.61,3.97,12.66,58,316440,27166,958,6850,27163,12057,587,10540,413,166,57451,12369,206,560,53.6,302,553,340,54.7,14625,50.2,5831,4784,75.6,16357,12369,990,212,12256,615,28247,84296,1274,1266,81,586,60,40,86.8,6778,5883,21.5,3.5,12.26,41,219013,20411,756,4993,20403,8704,0.31392931392931395,0.2854077253218884,1.7858627858627858,1.7532188841201717,0.05012698028782198,0.058349146110056926,Home Win,2.0,1.0,0.4700000000000002,1.1099999999999994,0,0,1,1,0,0
2022-2023_GW6_Brentford_vs_LeedsUnite,2022-2023,2022-09-03,6.0,Brentford,Leeds United,1,617,10409,300,102,49018,11317,163,598,68.7,275,882,284,50.9,13766,48.8,5602,4475,72.8,15551,11317,922,279,11203,392,23993,87002,1131,1121,99,475,45,32,84.1,6116,5142,18.47,3.87,10.53,53,209962,19749,827,4835,19741,7803,607,11343,379,146,55029,12437,199,475,58.2,275,520,337,40.8,14953,42.4,5973,4782,73.5,16924,12437,1086,270,12330,555,27060,84295,1429,1418,99,535,54,32,84.6,7225,6115,20.61,3.71,12.08,41,206567,21642,796,5587,21639,9290,0.3675,0.30718954248366015,1.755,1.7058823529411764,0.03765971755211836,0.048928854800317376,Home Win,5.0,2.0,0.16000000000000014,-2.1400000000000006,1,0,0,1,0,0
2022-2023_GW6_AstonVilla_vs_Manchester,2022-2023,2022-09-03,6.0,Aston Villa,Manchester City,1,465,12295,434,174,65580,13782,162,528,46.8,265,585,318,37.0,15544,52.2,6934,5979,79.2,17396,13782,964,268,13587,637,33150,87581,1242,1227,50,565,38,48,88.0,6947,6111,19.76,3.82,11.24,54,244073,21500,746,4705,21495,9077,364,19122,754,279,104099,23263,238,312,28.7,181,287,464,18.9,25047,67.8,10836,9848,87.3,26642,23263,1770,445,22992,988,56216,114920,2073,2054,81,826,76,53,92.7,11888,11020,28.92,5.39,15.53,94,396454,29895,1277,8301,29885,14372,0.3395784543325527,0.3474576271186441,1.7587822014051522,1.8627118644067797,0.05180967873119154,0.051668235540215456,Draw,1.0,1.0,-1.5699999999999998,-9.16,1,0,0,0,0,1
2022-2023_GW6_Brighton_vs_LeicesterC,2022-2023,2022-09-04,6.0,Brighton,Leicester City,1,387,16331,547,250,83718,19210,233,355,20.6,247,279,480,21.4,21109,59.4,8919,7892,83.9,22888,19210,1459,391,18991,809,43965,106474,1849,1828,73,819,63,81,90.7,10305,9346,28.29,5.76,15.97,81,319736,26728,1102,6873,26722,12213,558,12503,363,175,63356,14887,135,558,48.6,311,497,319,34.5,17049,48.1,7165,6087,78.9,18871,14887,1142,220,14797,580,31619,89055,1304,1294,52,540,50,50,88.1,8221,7245,19.58,3.74,10.84,76,249219,23124,688,4641,23118,10293,0.36079077429983525,0.3446601941747573,1.7710049423393739,1.8058252427184467,0.049537689057620474,0.04638886667199872,Home Win,5.0,2.0,2.0199999999999996,8.71,1,0,0,1,0,0
2022-2023_GW6_Manchester_vs_Arsenal,2022-2023,2022-09-04,6.0,Manchester Utd,Arsenal,1,434,14245,515,239,70351,16603,196,526,37.4,302,449,478,37.0,18827,54.2,7306,6359,80.9,20525,16603,1268,398,16447,711,37126,97026,1595,1578,58,840,63,46,89.0,9294,8273,27.66,5.42,15.53,105,276625,24847,1036,6569,24844,10389,559,15923,584,281,83916,18281,223,381,49.2,185,429,443,36.6,20293,57.1,8821,7825,83.2,21969,18281,1637,459,18101,824,44184,100635,2049,2024,78,775,73,58,90.1,9478,8542,27.5,5.11,15.5,86,310206,25910,1296,8015,25906,11453,0.34915254237288135,0.3293718166383701,1.7813559322033898,1.7741935483870968,0.04991224991224991,0.05174904226590467,Home Win,3.0,1.0,0.3099999999999996,0.16000000000000014,1,0,0,1,0,0
2022-2023_GW8_Nott'hamFo_vs_Fulham,2022-2023,2022-09-16,8.0,Nott'ham Forest,Fulham,1,600,8674,308,111,46411,9543,128,621,66.3,338,712,246,51.0,11801,43.8,5126,4071,70.1,13606,9543,660,172,9452,436,24020,72656,859,847,59,416,38,31,81.7,4952,4046,15.61,2.92,9.53,31,177315,17911,611,3755,17905,6953,550,12252,474,124,68216,13974,182,490,37.1,280,438,306,28.4,16136,54.2,7333,6222,77.6,18014,13974,1044,284,13848,663,35374,89303,1326,1316,78,528,54,29,86.1,6818,5867,19.76,3.61,11.05,20,255629,22162,758,5416,22153,9525,0.30662983425414364,0.3261904761904762,1.638121546961326,1.7880952380952382,0.05026516024902006,0.054113614103819783,Away Win,2.0,3.0,-0.69,-4.150000000000002,1,0,0,0,1,0
2022-2023_GW8_AstonVilla_vs_Southampto,2022-2023,2022-09-16,8.0,Aston Villa,Southampton,1,465,12295,434,174,65580,13782,162,528,46.8,265,585,318,37.0,15544,52.2,6934,5979,79.2,17396,13782,964,268,13587,637,33150,87581,1242,1227,50,565,38,48,88.0,6947,6111,19.76,3.82,11.24,54,244073,21500,746,4705,21495,9077,611,11323,452,131,61002,12319,157,548,59.1,303,742,302,50.5,14585,44.6,5823,4830,75.2,16391,12319,938,239,12216,588,29821,79814,1125,1112,77,493,51,46,86.2,6925,5972,18.89,3.47,10.87,38,211636,21094,712,4879,21090,8997,0.3395784543325527,0.3196125907990315,1.7587822014051522,1.738498789346247,0.05180967873119154,0.05192970060937914,Home Win,1.0,0.0,0.34999999999999964,0.870000000000001,1,0,0,1,0,0
2022-2023_GW8_Wolves_vs_Manchester,2022-2023,2022-09-17,8.0,Wolves,Manchester City,1,542,12374,421,142,67241,14554,185,577,59.4,283,464,294,29.8,16575,54.5,7257,6306,79.6,18294,14554,1110,252,14453,610,35071,87310,1343,1332,62,520,47,31,88.3,7195,6350,18.76,3.13,10.76,49,264071,22539,686,4960,22536,9264,364,19122,754,279,104099,23263,238,312,28.7,181,287,464,18.9,25047,67.8,10836,9848,87.3,26642,23263,1770,445,22992,988,56216,114920,2073,2054,81,826,76,53,92.7,11888,11020,28.92,5.39,15.53,94,396454,29895,1277,8301,29885,14372,0.29095354523227385,0.3474576271186441,1.743276283618582,1.8627118644067797,0.049296912881849037,0.051668235540215456,Away Win,0.0,3.0,-2.26,-10.16,1,0,0,0,0,1
2022-2023_GW8_NewcastleU_vs_Bournemout,2022-2023,2022-09-17,8.0,Newcastle Utd,Bournemouth,1,426,12023,493,228,64186,13925,270,441,64.3,230,378,435,32.2,16020,54.9,6605,5580,78.1,17837,13925,1083,403,13803,695,32987,90893,1618,1599,110,690,77,62,87.3,7370,6433,26.53,4.84,14.87,88,246297,22106,1161,6516,22100,9053,539,10340,389,144,55360,11715,144,739,61.8,353,591,261,44.0,13607,47.9,5644,4751,76.2,15381,11715,850,237,11617,504,27431,82672,1006,986,45,444,43,53,86.2,6278,5412,16.21,3.32,9.42,48,206704,19950,699,4256,19950,7933,0.3256637168141593,0.35195530726256985,1.784070796460177,1.7206703910614525,0.057805872078516174,0.04874274661508704,Draw,1.0,1.0,1.52,10.32,1,0,0,1,0,0
2022-2023_GW8_Tottenham_vs_LeicesterC,2022-2023,2022-09-17,8.0,Tottenham,Leicester City,1,474,13679,465,189,71290,15972,203,515,32.9,283,342,386,31.0,17950,56.2,7682,6707,81.2,19672,15972,1071,323,15864,692,36842,92695,1449,1436,60,692,55,46,89.6,8180,7333,23.95,4.89,13.47,74,277567,23836,842,5135,23830,10329,558,12503,363,175,63356,14887,135,558,48.6,311,497,319,34.5,17049,48.1,7165,6087,78.9,18871,14887,1142,220,14797,580,31619,89055,1304,1294,52,540,50,50,88.1,8221,7245,19.58,3.74,10.84,76,249219,23124,688,4641,23118,10293,0.36328125,0.3446601941747573,1.77734375,1.8058252427184467,0.05058849331091454,0.04638886667199872,Home Win,6.0,2.0,1.1499999999999995,4.370000000000001,0,0,1,1,0,0
2022-2023_GW8_Brentford_vs_Arsenal,2022-2023,2022-09-18,8.0,Brentford,Arsenal,1,617,10409,300,102,49018,11317,163,598,68.7,275,882,284,50.9,13766,48.8,5602,4475,72.8,15551,11317,922,279,11203,392,23993,87002,1131,1121,99,475,45,32,84.1,6116,5142,18.47,3.87,10.53,53,209962,19749,827,4835,19741,7803,559,15923,584,281,83916,18281,223,381,49.2,185,429,443,36.6,20293,57.1,8821,7825,83.2,21969,18281,1637,459,18101,824,44184,100635,2049,2024,78,775,73,58,90.1,9478,8542,27.5,5.11,15.5,86,310206,25910,1296,8015,25906,11453,0.3675,0.3293718166383701,1.755,1.7741935483870968,0.03765971755211836,0.05174904226590467,Away Win,0.0,3.0,-1.2400000000000002,-9.030000000000001,1,0,0,1,0,0
2022-2023_GW8_Everton_vs_WestHam,2022-2023,2022-09-18,8.0,Everton,West Ham,1,613,10479,391,137,56737,11790,174,589,70.8,325,814,308,57.7,13984,46.4,5750,4771,74.7,15783,11790,964,224,11708,500,27858,82478,1052,1042,84,493,54,39,86.4,6174,5336,19.34,3.76,11.21,39,214056,20233,742,4830,20229,8418,587,10540,413,166,57451,12369,206,560,53.6,302,553,340,54.7,14625,50.2,5831,4784,75.6,16357,12369,990,212,12256,615,28247,84296,1274,1266,81,586,60,40,86.8,6778,5883,21.5,3.5,12.26,41,219013,20411,756,4993,20403,8704,0.33568075117370894,0.2854077253218884,1.7253521126760563,1.7532188841201717,0.047714476572192,0.058349146110056926,Home Win,1.0,0.0,0.2599999999999998,-2.16,1,0,0,1,0,0
2022-2023_GW9_Arsenal_vs_Tottenham,2022-2023,2022-10-01,9.0,Arsenal,Tottenham,1,559,15923,584,281,83916,18281,223,381,49.2,185,429,443,36.6,20293,57.1,8821,7825,83.2,21969,18281,1637,459,18101,824,44184,100635,2049,2024,78,775,73,58,90.1,9478,8542,27.5,5.11,15.5,86,310206,25910,1296,8015,25906,11453,474,13679,465,189,71290,15972,203,515,32.9,283,342,386,31.0,17950,56.2,7682,6707,81.2,19672,15972,1071,323,15864,692,36842,92695,1449,1436,60,692,55,46,89.6,8180,7333,23.95,4.89,13.47,74,277567,23836,842,5135,23830,10329,0.3293718166383701,0.36328125,1.7741935483870968,1.77734375,0.05174904226590467,0.05058849331091454,Home Win,3.0,1.0,0.22000000000000064,3.5500000000000007,1,0,0,0,0,1
2022-2023_GW9_Fulham_vs_NewcastleU,2022-2023,2022-10-01,9.0,Fulham,Newcastle Utd,1,550,12252,474,124,68216,13974,182,490,37.1,280,438,306,28.4,16136,54.2,7333,6222,77.6,18014,13974,1044,284,13848,663,35374,89303,1326,1316,78,528,54,29,86.1,6818,5867,19.76,3.61,11.05,20,255629,22162,758,5416,22153,9525,426,12023,493,228,64186,13925,270,441,64.3,230,378,435,32.2,16020,54.9,6605,5580,78.1,17837,13925,1083,403,13803,695,32987,90893,1618,1599,110,690,77,62,87.3,7370,6433,26.53,4.84,14.87,88,246297,22106,1161,6516,22100,9053,0.3261904761904762,0.3256637168141593,1.7880952380952382,1.784070796460177,0.054113614103819783,0.057805872078516174,Away Win,1.0,4.0,-1.23,-6.77,0,1,0,1,0,0
2022-2023_GW9_Liverpool_vs_Brighton,2022-2023,2022-10-01,9.0,Liverpool,Brighton,1,455,17148,569,234,82470,20043,235,400,24.7,215,285,458,18.4,22466,59.8,9758,8561,82.3,24361,20043,1615,452,19921,719,41527,120466,1992,1974,85,778,75,56,89.2,10114,9023,27.53,5.34,15.82,103,352929,28398,1252,7149,28394,13329,387,16331,547,250,83718,19210,233,355,20.6,247,279,480,21.4,21109,59.4,8919,7892,83.9,22888,19210,1459,391,18991,809,43965,106474,1849,1828,73,819,63,81,90.7,10305,9346,28.29,5.76,15.97,81,319736,26728,1102,6873,26722,12213,0.33777038269550747,0.36079077429983525,1.740432612312812,1.7710049423393739,0.04192908794028458,0.049537689057620474,Draw,3.0,3.0,-0.41999999999999993,-0.759999999999998,0,0,1,1,0,0
2022-2023_GW9_CrystalPal_vs_Chelsea,2022-2023,2022-10-01,9.0,Crystal Palace,Chelsea,1,578,11687,393,206,60301,13395,186,539,48.7,273,446,316,33.7,15416,47.6,6772,5794,77.4,17308,13395,1013,239,13304,556,30015,88389,1243,1238,67,497,49,56,87.0,6901,6005,19.63,3.5,11.13,41,238779,21713,766,4991,21710,9275,453,16538,622,216,83509,19147,209,460,37.1,248,290,376,18.2,20995,58.5,8709,7700,83.8,22836,19147,1426,370,19065,829,43596,104718,1737,1729,66,667,42,42,90.6,10494,9510,22.61,3.97,12.66,58,316440,27166,958,6850,27163,12057,0.3144208037825059,0.31392931392931395,1.7635933806146573,1.7858627858627858,0.047574227774450244,0.05012698028782198,Away Win,1.0,2.0,-0.4700000000000002,-2.9800000000000004,1,0,0,0,0,1
2022-2023_GW9_Bournemout_vs_Brentford,2022-2023,2022-10-01,9.0,Bournemouth,Brentford,1,539,10340,389,144,55360,11715,144,739,61.8,353,591,261,44.0,13607,47.9,5644,4751,76.2,15381,11715,850,237,11617,504,27431,82672,1006,986,45,444,43,53,86.2,6278,5412,16.21,3.32,9.42,48,206704,19950,699,4256,19950,7933,617,10409,300,102,49018,11317,163,598,68.7,275,882,284,50.9,13766,48.8,5602,4475,72.8,15551,11317,922,279,11203,392,23993,87002,1131,1121,99,475,45,32,84.1,6116,5142,18.47,3.87,10.53,53,209962,19749,827,4835,19741,7803,0.35195530726256985,0.3675,1.7206703910614525,1.755,0.04874274661508704,0.03765971755211836,Draw,0.0,0.0,-0.5500000000000003,-2.259999999999998,1,0,0,1,0,0
2022-2023_GW9_Southampto_vs_Everton,2022-2023,2022-10-01,9.0,Southampton,Everton,1,611,11323,452,131,61002,12319,157,548,59.1,303,742,302,50.5,14585,44.6,5823,4830,75.2,16391,12319,938,239,12216,588,29821,79814,1125,1112,77,493,51,46,86.2,6925,5972,18.89,3.47,10.87,38,211636,21094,712,4879,21090,8997,613,10479,391,137,56737,11790,174,589,70.8,325,814,308,57.7,13984,46.4,5750,4771,74.7,15783,11790,964,224,11708,500,27858,82478,1052,1042,84,493,54,39,86.4,6174,5336,19.34,3.76,11.21,39,214056,20233,742,4830,20229,8418,0.3196125907990315,0.33568075117370894,1.738498789346247,1.7253521126760563,0.05192970060937914,0.047714476572192,Away Win,1.0,2.0,-0.2899999999999996,-0.4499999999999993,1,0,0,1,0,0
2022-2023_GW9_WestHam_vs_Wolves,2022-2023,2022-10-01,9.0,West Ham,Wolves,1,587,10540,413,166,57451,12369,206,560,53.6,302,553,340,54.7,14625,50.2,5831,4784,75.6,16357,12369,990,212,12256,615,28247,84296,1274,1266,81,586,60,40,86.8,6778,5883,21.5,3.5,12.26,41,219013,20411,756,4993,20403,8704,542,12374,421,142,67241,14554,185,577,59.4,283,464,294,29.8,16575,54.5,7257,6306,79.6,18294,14554,1110,252,14453,610,35071,87310,1343,1332,62,520,47,31,88.3,7195,6350,18.76,3.13,10.76,49,264071,22539,686,4960,22536,9264,0.2854077253218884,0.29095354523227385,1.7532188841201717,1.743276283618582,0.058349146110056926,0.049296912881849037,Home Win,2.0,0.0,0.3700000000000001,2.7399999999999984,1,0,0,1,0,0
2022-2023_GW9_Manchester_vs_Manchester,2022-2023,2022-10-02,9.0,Manchester City,Manchester Utd,1,364,19122,754,279,104099,23263,238,312,28.7,181,287,464,18.9,25047,67.8,10836,9848,87.3,26642,23263,1770,445,22992,988,56216,114920,2073,2054,81,826,76,53,92.7,11888,11020,28.92,5.39,15.53,94,396454,29895,1277,8301,29885,14372,434,14245,515,239,70351,16603,196,526,37.4,302,449,478,37.0,18827,54.2,7306,6359,80.9,20525,16603,1268,398,16447,711,37126,97026,1595,1578,58,840,63,46,89.0,9294,8273,27.66,5.42,15.53,105,276625,24847,1036,6569,24844,10389,0.3474576271186441,0.34915254237288135,1.8627118644067797,1.7813559322033898,0.051668235540215456,0.04991224991224991,Home Win,6.0,3.0,-0.03000000000000025,1.2600000000000016,0,0,1,1,0,0
2022-2023_GW9_LeedsUnite_vs_AstonVilla,2022-2023,2022-10-02,9.0,Leeds United,Aston Villa,1,607,11343,379,146,55029,12437,199,475,58.2,275,520,337,40.8,14953,42.4,5973,4782,73.5,16924,12437,1086,270,12330,555,27060,84295,1429,1418,99,535,54,32,84.6,7225,6115,20.61,3.71,12.08,41,206567,21642,796,5587,21639,9290,465,12295,434,174,65580,13782,162,528,46.8,265,585,318,37.0,15544,52.2,6934,5979,79.2,17396,13782,964,268,13587,637,33150,87581,1242,1227,50,565,38,48,88.0,6947,6111,19.76,3.82,11.24,54,244073,21500,746,4705,21495,9077,0.30718954248366015,0.3395784543325527,1.7058823529411764,1.7587822014051522,0.048928854800317376,0.05180967873119154,Draw,0.0,0.0,-0.10999999999999988,0.8499999999999979,1,0,0,1,0,0
2022-2023_GW9_LeicesterC_vs_Nott'hamFo,2022-2023,2022-10-03,9.0,Leicester City,Nott'ham Forest,1,558,12503,363,175,63356,14887,135,558,48.6,311,497,319,34.5,17049,48.1,7165,6087,78.9,18871,14887,1142,220,14797,580,31619,89055,1304,1294,52,540,50,50,88.1,8221,7245,19.58,3.74,10.84,76,249219,23124,688,4641,23118,10293,600,8674,308,111,46411,9543,128,621,66.3,338,712,246,51.0,11801,43.8,5126,4071,70.1,13606,9543,660,172,9452,436,24020,72656,859,847,59,416,38,31,81.7,4952,4046,15.61,2.92,9.53,31,177315,17911,611,3755,17905,6953,0.3446601941747573,0.30662983425414364,1.8058252427184467,1.638121546961326,0.04638886667199872,0.05026516024902006,Home Win,4.0,0.0,0.8200000000000003,3.969999999999999,1,0,0,1,0,0
2022-2023_GW10_NewcastleU_vs_Brentford,2022-2023,2022-10-08,10.0,Newcastle Utd,Brentford,1,426,12023,493,228,64186,13925,270,441,64.3,230,378,435,32.2,16020,54.9,6605,5580,78.1,17837,13925,1083,403,13803,695,32987,90893,1618,1599,110,690,77,62,87.3,7370,6433,26.53,4.84,14.87,88,246297,22106,1161,6516,22100,9053,617,10409,300,102,49018,11317,163,598,68.7,275,882,284,50.9,13766,48.8,5602,4475,72.8,15551,11317,922,279,11203,392,23993,87002,1131,1121,99,475,45,32,84.1,6116,5142,18.47,3.87,10.53,53,209962,19749,827,4835,19741,7803,0.3256637168141593,0.3675,1.784070796460177,1.755,0.057805872078516174,0.03765971755211836,Home Win,5.0,1.0,0.9699999999999998,8.060000000000002,1,0,0,1,0,0
2022-2023_GW10_Bournemout_vs_LeicesterC,2022-2023,2022-10-08,10.0,Bournemouth,Leicester City,1,539,10340,389,144,55360,11715,144,739,61.8,353,591,261,44.0,13607,47.9,5644,4751,76.2,15381,11715,850,237,11617,504,27431,82672,1006,986,45,444,43,53,86.2,6278,5412,16.21,3.32,9.42,48,206704,19950,699,4256,19950,7933,558,12503,363,175,63356,14887,135,558,48.6,311,497,319,34.5,17049,48.1,7165,6087,78.9,18871,14887,1142,220,14797,580,31619,89055,1304,1294,52,540,50,50,88.1,8221,7245,19.58,3.74,10.84,76,249219,23124,688,4641,23118,10293,0.35195530726256985,0.3446601941747573,1.7206703910614525,1.8058252427184467,0.04874274661508704,0.04638886667199872,Home Win,2.0,1.0,-0.4200000000000004,-3.3699999999999974,1,0,0,1,0,0
2022-2023_GW10_Chelsea_vs_Wolves,2022-2023,2022-10-08,10.0,Chelsea,Wolves,1,453,16538,622,216,83509,19147,209,460,37.1,248,290,376,18.2,20995,58.5,8709,7700,83.8,22836,19147,1426,370,19065,829,43596,104718,1737,1729,66,667,42,42,90.6,10494,9510,22.61,3.97,12.66,58,316440,27166,958,6850,27163,12057,542,12374,421,142,67241,14554,185,577,59.4,283,464,294,29.8,16575,54.5,7257,6306,79.6,18294,14554,1110,252,14453,610,35071,87310,1343,1332,62,520,47,31,88.3,7195,6350,18.76,3.13,10.76,49,264071,22539,686,4960,22536,9264,0.31392931392931395,0.29095354523227385,1.7858627858627858,1.743276283618582,0.05012698028782198,0.049296912881849037,Home Win,3.0,0.0,0.8400000000000003,3.849999999999998,0,0,1,1,0,0
